"review_id","review_date","customer_id","product_id","order_id","rating","review_text","source","language"
REV-473233785,"2025-04-25",CUST-543814,PRD-24371,ORD-5233725,4.0,,support_followup,en
REV-721927905,"2025-08-19",CUST-820775,PRD-66155,ORD-6792679,2.0,Firmware update fixed the glitch,web,es
REV-288608352,"2025-11-07",CUST-731894,PRD-64040,ORD-9489180,,,web,en
REV-608745551,"2025-04-22",CUST-983791,PRD-79329,ORD-8530904,4.0,,app,en
REV-256921082,"2024-06-13",CUST-736129,PRD-63354,,4.0,Random disconnects after 20 minutes 🔊,retail_site,en
REV-588538332,"2025-03-22",CUST-925206,PRD-99353,,4.0,,web,en
REV-309622657,"2024-05-24",CUST-403578,PRD-41385,ORD-7812177,,Shipping box arrived damaged,web,en
REV-232580336,"2024-10-29",CUST-592296,PRD-66155,ORD-8136455,,,web,en
REV-569183243,"2024-10-24",CUST-181247,PRD-91351,,3.0,,app,en
REV-159763549,"2024-12-18",CUST-567574,PRD-71348,ORD-6308971,4.0,Home theater setup was easy but app UI is confusing,,en
REV-964240949,"2024-07-11",CUST-843963,PRD-24371,,4.0,Love it. overpriced tho,web,en
REV-392505921,"2024-08-20",CUST-943019,PRD-66155,ORD-1512853,,,app,en
REV-935702894,"2024-03-14",CUST-804938,PRD-42018,ORD-3853265,5.0,Firmware update fixed the glitch,app,en
REV-860601844,"2024-02-19",CUST-314353,PRD-35112,ORD-5402449,4.0,Battery life is worse than expected,app,en
REV-235903785,"2025-05-26",CUST-579123,PRD-66155,ORD-4028716,4.0,Delivery was late. Sound is crisp but bass could be better,,en
REV-183097837,"2024-12-23",CUST-587853,PRD-93130,,4.0,"Great for calls, mic is solid",app,en
REV-156983722,"2025-01-14",CUST-259493,PRD-66155,,5.0,SHIPPING BOX ARRIVED DAMAGED,app,en
REV-741097641,"2024-04-14",CUST-234001,PRD-97153,,3.0,Battery life is worse than expected 🔊,web,en
REV-978138698,"2024-10-15",CUST-384076,PRD-62923,ORD-7048168,4.0,Love it. overpriced tho,retail_site,en
REV-380933411,"2024-05-22",CUST-167348,PRD-66155,ORD-3889546,4.0,Pairing issues with my phone 🔊,web,en
REV-807528708,"2024-01-26",CUST-874483,PRD-62923,,5.0,Build quality feels premium,support_followup,en
REV-427226953,"2024-01-22",CUST-489244,PRD-66155,,4.0,"Works great in aviation cockpit, solid isolation",web,en
REV-766668770,"2025-03-09",CUST-410160,PRD-17100,ORD-5237912,4.0,Random disconnects after 20 minutes,retail_site,en
REV-317507434,"2024-12-10",CUST-712955,PRD-23104,ORD-8540942,4.0,"Works great in aviation cockpit, solid isolation",app,en
REV-506827318,"2024-02-27",CUST-152727,PRD-66155,ORD-3365315,4.0,"Delivery was late. Works great in aviation cockpit, solid isolation",web,en
REV-953640051,"2025-09-21",CUST-130271,PRD-24371,ORD-6105152,5.0,Sound is crisp but bass could be better,web,en
REV-289326548,"2025-04-04",CUST-397846,PRD-44237,ORD-8523496,5.0,HOME THEATER SETUP WAS EASY BUT APP UI IS CONFUSING 🔊,app,en
REV-716872151,"2024-05-16",CUST-897143,PRD-35112,ORD-3554697,4.0,Love it. overpriced tho,web,en
REV-567536972,"2025-01-02",CUST-627335,PRD-24371,,3.0,Battery life is worse than expected,retail_site,en
REV-731324842,"2024-04-03",CUST-899649,PRD-82845,ORD-6987880,4.0,Shipping box arrived damaged 🔊,web,en
REV-508029209,"2025-02-14",CUST-260295,PRD-68082,ORD-6615027,4.0,Pairing issues with my phone,app,
REV-397013821,"2024-12-23",CUST-735710,PRD-79329,,3.0,SOUND IS CRISP BUT BASS COULD BE BETTER,retail_site,en
REV-858563105,"2024-09-20",CUST-662093,PRD-66155,ORD-3572435,4.0,"Great for calls, mic is solid 🔊",app,en
REV-950015319,"2024-09-22",CUST-128276,PRD-44237,ORD-6328855,4.0,Noise cancellation is unreal,web,en
REV-593155281,"2024-03-17",CUST-362246,PRD-61876,,2.0,,web,fr
REV-791255861,"2024-01-18",CUST-232040,PRD-79329,ORD-1289681,5.0,Battery life is worse than expected,retail_site,en
REV-634683231,"2025-09-15",CUST-914571,PRD-24371,ORD-6346430,4.0,Home theater setup was easy but app UI is confusing,support_followup,en
REV-253629554,"2024-09-13",CUST-844031,PRD-66155,ORD-4376826,3.0,Love it. overpriced tho,web,en
REV-458796970,"2025-09-17",CUST-116093,PRD-84085,ORD-9862388,3.0,,retail_site,en
REV-550624667,"2025-12-16",CUST-466960,PRD-62923,ORD-4858138,4.0,Sound is crisp but bass could be better,web,en
REV-762610746,"2024-10-13",CUST-416282,PRD-66155,ORD-8486897,4.0,Pairing issues with my phone,support_followup,en
REV-677092065,"2025-03-23",CUST-521126,PRD-90120,,3.0,SHIPPING BOX ARRIVED DAMAGED 🔊,app,en
REV-129006102,"04/27/2025",CUST-359295,PRD-79329,ORD-4080017,2.0,Battery life is worse than expected,web,en
REV-595446289,"2024-02-02",CUST-489244,PRD-66155,ORD-3342686,5.0,Random disconnects after 20 minutes,retail_site,
REV-613541935,"2024-07-22",CUST-280941,PRD-96511,,3.0,,app,en
REV-953435319,"2024-07-30",CUST-618019,PRD-66155,ORD-3252102,3.0,Love it. overpriced tho,web,en
REV-737699536,"2025-02-21",CUST-381433,PRD-25129,ORD-9569881,4.0,Firmware update fixed the glitch,retail_site,de
REV-839537623,"2025-11-06",CUST-622469,PRD-35112,ORD-7057804,5.0,Random disconnects after 20 minutes,retail_site,en
REV-606301849,"2024-11-17",CUST-991597,PRD-65518,ORD-8828477,5.0,Love it. overpriced tho,web,en
REV-150248164,"11/04/2024",CUST-900185,PRD-24371,ORD-1656097,3.0,Shipping box arrived damaged,retail_site,en
REV-615596600,"2024-11-26",CUST-540463,PRD-40982,ORD-2677514,3.0,"Returned it. Works great in aviation cockpit, solid isolation",,en
REV-268153375,"2024-07-03",CUST-854540,PRD-25129,ORD-8549416,3.0,Shipping box arrived damaged 🔊,web,en
REV-167217428,"2025-08-08",CUST-194511,PRD-68082,,5.0,Pairing issues with my phone,retail_site,en
REV-491175582,"2024-08-20",CUST-888539,PRD-79329,,4.0,Firmware update fixed the glitch,support_followup,en
REV-845156358,"2024-08-31",CUST-423869,PRD-79329,ORD-2078491,4.0,Sound is crisp but bass could be better,app,en
REV-955075646,"2024-08-26",CUST-546980,PRD-30635,,4.0,Build quality feels premium,retail_site,
REV-278288903,"2025-12-30",CUST-783501,PRD-10074,ORD-3945901,4.0,"Works great in aviation cockpit, solid isolation",web,en
REV-878673007,"2024-12-14",CUST-118080,PRD-63354,,4.0,Home theater setup was easy but app UI is confusing,web,en
REV-925984894,"2024-11-20",CUST-701253,PRD-66155,,4.0,Love it. overpriced tho,web,en
REV-596476624,"2024-01-14",CUST-514463,PRD-10425,ORD-2069044,3.0,"Great for calls, mic is solid",app,en
REV-500604354,"2025-04-25",CUST-403578,PRD-59672,ORD-8885351,3.0,Home theater setup was easy but app UI is confusing,support_followup,en
REV-924012699,"2025-02-03",CUST-955015,PRD-63354,ORD-3451285,4.0,"WORKS GREAT IN AVIATION COCKPIT, SOLID ISOLATION",web,
REV-302396854,"2024-02-24",CUST-629057,PRD-63354,ORD-4783513,3.0,Love it. overpriced tho,retail_site,en
REV-922032615,"05/30/2025",CUST-254721 ,PRD-24371,ORD-9446576,5.0,"Works great in aviation cockpit, solid isolation",web,en
REV-867192344,"2024-02-04",CUST-448121 ,PRD-62923,ORD-2237587,4.0,Returned it. Random disconnects after 20 minutes,retail_site,
REV-819055595,"2024-08-26",CUST-889882,PRD-42018,,4.0,"Works great in aviation cockpit, solid isolation",web,en
REV-905956729,"2025-07-04",CUST-468623,PRD-10425,ORD-9736467,2.0,,app,en
REV-168407182,"2025-04-19",CUST-553633,PRD-65518,ORD-7465870,4.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-418609110,"2024-01-15",CUST-350867,PRD-10221,ORD-3710810,4.0,Shipping box arrived damaged,retail_site,en
REV-667289245,"2024-07-18",CUST-301939,PRD-65461,ORD-7247667,3.0,Delivery was late. Firmware update fixed the glitch,web,en
REV-457804934,"2024-07-13",CUST-355570,PRD-63354,ORD-5048511,3.0,Firmware update fixed the glitch,app,en
REV-656682720,"12/31/2024",CUST-928381,PRD-40784,ORD-8508000,5.0,SHIPPING BOX ARRIVED DAMAGED,app,en
REV-395052712,"2025-01-21",CUST-365971,PRD-24371,ORD-3533817,3.0,"Great for calls, mic is solid",retail_site,en
REV-895254933,"2024-07-14",CUST-388016,PRD-42527,ORD-6185711,3.0,,retail_site,en
REV-123201508,"2025-05-26",CUST-166165,PRD-24371,ORD-8384591,5.0,Home theater setup was easy but app UI is confusing,web,de
REV-558929085,"2024-08-15",CUST-632929,PRD-42018,ORD-4441378,5.0,Firmware update fixed the glitch,web,en
REV-544813915,"2024-06-30",CUST-384913,PRD-23104,ORD-5117465,3.0,Returned it. Home theater setup was easy but app UI is confusing,web,en
REV-974335050,"2025-12-12",CUST-950360,PRD-79822,ORD-5508469,4.0,BUILD QUALITY FEELS PREMIUM,web,en
REV-881582381,"2025-11-02",CUST-284171,PRD-66155,,4.0,BUILD QUALITY FEELS PREMIUM,app,en
REV-359913998,"2024-06-08",CUST-339592,PRD-82845,ORD-4935036,4.0,Build quality feels premium,web,en
REV-105272236,"2024-11-02",CUST-739098,PRD-63354,,4.0,"Great for calls, mic is solid 🔊",app,en
REV-414744460,"2024-06-30",CUST-501574,PRD-40982,ORD-1885315,3.0,Returned it. Pairing issues with my phone,retail_site,fr
REV-160798047,"2024-09-12",CUST-483545,PRD-71348,ORD-9148561,,Battery life is worse than expected,retail_site,en
REV-468670734,"06/29/2025",CUST-795928,PRD-84085,ORD-5553036,2.0,Battery life is worse than expected,,en
REV-368360491,"2024-06-05",CUST-462831,PRD-59672,,4.0,Pairing issues with my phone,app,en
REV-135184489,"2025-03-24",CUST-874483,PRD-62923,,4.0,"Works great in aviation cockpit, solid isolation",web,en
REV-966911678,"2024-09-09",CUST-290305,PRD-66155,ORD-8350263,5.0,Noise cancellation is unreal 🔊,web,en
REV-762735018,"2025-05-21",CUST-347745,PRD-68008,ORD-4638366,5.0,Battery life is worse than expected 🔊,web,en
REV-617608057,"2025-03-11",CUST-184491,PRD-82845,,4.0,"Works great in aviation cockpit, solid isolation",retail_site,en
REV-688921881,"2024-05-18",CUST-757629,PRD-90120,,4.0,"Great for calls, mic is solid",app,fr
REV-941906024,"2025-01-16",CUST-495019,PRD-19171,ORD-9456986,5.0,"Works great in aviation cockpit, solid isolation",retail_site,en
REV-586234088,"2025-07-27",CUST-969325,PRD-71348,,4.0,Love it. overpriced tho,app,en
REV-283834986,"2024-01-11",CUST-619536,PRD-40982,ORD-2262689,3.0,Battery life is worse than expected,retail_site,
REV-773546670,"2025-09-17",CUST-668969,PRD-79329,ORD-1127347,3.0,Home theater setup was easy but app UI is confusing 🔊,app,en
REV-647650867,"2024-11-03",CUST-453894,PRD-66155,ORD-2900280,3.0,"Great for calls, mic is solid",web,en
REV-805212910,"2024-12-30",CUST-578975,PRD-91351,ORD-1916750,5.0,"Great for calls, mic is solid 🔊",app,en
REV-676731876,"2025-01-24",CUST-902325,PRD-25129,,4.0,,web,en
REV-247788567,"2025-03-07",CUST-571932,PRD-24371,ORD-8369918,5.0,,web,en
REV-398998362,"2025-04-15",CUST-386544,PRD-82845,,4.0,,retail_site,en
REV-770748952,"2024-11-25",CUST-456717,PRD-93130,,5.0,Sound is crisp but bass could be better 🔊,,en
REV-887916147,"2024-05-20",CUST-678083,PRD-66155,ORD-8433551,,Home theater setup was easy but app UI is confusing,web,en
REV-475653237,"2024-11-27",CUST-163156,PRD-84085,,5.0,Battery life is worse than expected,app,en
REV-960967319,"2024-07-17",CUST-825391,PRD-99353,ORD-4865619,4.0,Random disconnects after 20 minutes,app,en
REV-616920039,"01/03/2025",CUST-535098,PRD-66155,,4.0,Noise cancellation is unreal,web,en
REV-338640934,"2024-02-18",CUST-848022,PRD-63354,ORD-7624805,4.0,"Works great in aviation cockpit, solid isolation",web,
REV-516612000,"2025-01-14",CUST-512344,PRD-95180,,5.0,Noise cancellation is unreal,app,en
REV-498483449,"2025-10-04",CUST-959099,PRD-35112,ORD-1672028,3.0,Firmware update fixed the glitch,support_followup,es
REV-176761799,"2024-03-05",CUST-901535,PRD-39154,ORD-2793024,3.0,Noise cancellation is unreal,web,en
REV-171872992,"2024-10-25",CUST-862569,PRD-90120,ORD-1896678,4.0,Battery life is worse than expected,web,en
REV-975188762,"2024-11-08",CUST-228093,PRD-84085,ORD-6032806,5.0,Noise cancellation is unreal,retail_site,en
REV-277826042,"2024-03-29",CUST-738448,PRD-65724,ORD-2639271,,Firmware update fixed the glitch 🔊,web,en
REV-942743126,"2025-09-08",CUST-345180,PRD-71348,,3.0,Love it. overpriced tho,app,en
REV-807230379,"2025-07-09",CUST-529893,PRD-66155,ORD-3198161,3.0,Firmware update fixed the glitch,web,en
REV-753497752,"2025-07-18",CUST-729577,PRD-17100,ORD-2230509,4.0,Build quality feels premium,app,en
REV-601238727,"2024-03-08",CUST-589491,PRD-23104,,4.0,"Great for calls, mic is solid",,fr
REV-418536101,"2024-01-30",CUST-194689,PRD-66155,ORD-7921243,4.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-697882997,"2025-11-13",CUST-901909,PRD-66155,ORD-5874455,4.0,Home theater setup was easy but app UI is confusing,web,en
REV-931458197,"2025-11-24",CUST-651963,PRD-63354,ORD-6179653,5.0,Build quality feels premium,app,en
REV-936578083,"2024-02-21",CUST-800674,PRD-30635,,4.0,Firmware update fixed the glitch,web,es
REV-635611660,"2025-01-22",CUST-793169,PRD-23104,,5.0,,,en
REV-126027958,"2025-10-31",CUST-549433,PRD-23104,ORD-6705671,5.0,Home theater setup was easy but app UI is confusing,web,en
REV-429076834,"2025-01-14",CUST-970813,PRD-23104,ORD-1005357,4.0,Love it. overpriced tho,app,
REV-671116135,"2025-09-20",CUST-688956,PRD-79329,ORD-1693418,4.0,Noise cancellation is unreal,retail_site,es
REV-659629164,"2025-11-20",CUST-692002,PRD-47606,ORD-7705359,4.0,"GREAT FOR CALLS, MIC IS SOLID",retail_site,en
REV-681395642,"2024-07-09",CUST-389930,PRD-79329,,4.0,Noise cancellation is unreal,web,es
REV-872082920,"2024-11-08",CUST-626392,PRD-61876,ORD-7391984,4.0,Pairing issues with my phone,web,es
REV-375915312,"2024-09-07",CUST-132663,PRD-76469,,4.0,Pairing issues with my phone,web,en
REV-178450333,"2025-10-27",CUST-138780,PRD-59672,ORD-3199146,2.0,Shipping box arrived damaged,retail_site,en
REV-314362425,"2024-11-13",CUST-196126,PRD-25129,ORD-7805735,4.0,Build quality feels premium,app,en
REV-761657110,"2025-05-01",CUST-485709,PRD-99353,ORD-1084484,5.0,,retail_site,en
REV-271687016,"2024-08-12",CUST-628313,PRD-10425,ORD-1744443,5.0,Pairing issues with my phone,app,en
REV-177042229,"2025-01-11",CUST-765620,PRD-79329,,4.0,Firmware update fixed the glitch 🔊,web,en
REV-147313394,"2024-11-16",CUST-738448,PRD-65724,,3.0,Sound is crisp but bass could be better,app,en
REV-680065266,"01/30/2025",CUST-981334,PRD-62923,ORD-5498571,,Pairing issues with my phone,app,en
REV-212773566,"2024-06-20",CUST-435239,PRD-25129,,5.0,Shipping box arrived damaged,web,en
REV-322002925,"2025-10-22",CUST-106402,PRD-24371,ORD-3748280,4.0,Random disconnects after 20 minutes,web,en
REV-717577246,"2024-05-05",CUST-448671,PRD-91351,ORD-3881474,4.0,Build quality feels premium,web,en
REV-164979143,"2025-12-26",CUST-601916,PRD-23104,,3.0,Build quality feels premium,support_followup,en
REV-273868844,"2024-08-17",CUST-765905,PRD-23104,ORD-8107026,4.0,Battery life is worse than expected,app,en
REV-416834501,"2025-01-05",CUST-804938,PRD-42018,ORD-3853265,4.0,Home theater setup was easy but app UI is confusing,support_followup,en
REV-676549805,"2025-10-31",CUST-352249,PRD-67912,ORD-2529949,4.0,"Great for calls, mic is solid",retail_site,en
REV-692356013,"2025-12-13",CUST-862712,PRD-24371,ORD-8724071,3.0,Shipping box arrived damaged,web,en
REV-553914220,"2025-06-22",CUST-946432,PRD-25129,ORD-5794031,4.0,Battery life is worse than expected,support_followup,en
REV-233000195,"2025-03-30",CUST-605612,PRD-24371,ORD-1563232,4.0,HOME THEATER SETUP WAS EASY BUT APP UI IS CONFUSING 🔊,app,en
REV-976743437,"2024-02-09",CUST-543814,PRD-66155,ORD-2082244,4.0,LOVE IT. OVERPRICED THO,app,en
REV-273267350,"2025-04-19",CUST-550961,PRD-66155,,3.0,Sound is crisp but bass could be better,web,en
REV-396918833,"2025-08-25",CUST-497542,PRD-30635,ORD-6144991,3.0,SOUND IS CRISP BUT BASS COULD BE BETTER,support_followup,en
REV-304538352,"2025-05-03",CUST-986593,PRD-71348,ORD-9193447,4.0,RANDOM DISCONNECTS AFTER 20 MINUTES,web,en
REV-801736894,"2025-05-07",CUST-691807,PRD-94080,,5.0,Battery life is worse than expected,retail_site,en
REV-231387204,"2025-01-23",CUST-288803,PRD-42527,ORD-4963633,3.0,Pairing issues with my phone,,en
REV-754837613,"2024-05-20",CUST-678083,PRD-66155,ORD-8433551,4.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-907487880,"2024-07-10",CUST-793169,PRD-23104,ORD-1009670,3.0,Battery life is worse than expected,web,en
REV-361217930,"2024-09-30",CUST-240440,PRD-79329,ORD-8096834,2.0,Returned it. Love it. overpriced tho,app,en
REV-497853258,"05/18/2025",CUST-170394,PRD-94080,ORD-5656965,5.0,Battery life is worse than expected,web,en
REV-795693839,"2024-09-05",CUST-601916,PRD-30635,ORD-4832154,5.0,Shipping box arrived damaged,app,en
REV-951163365,"2025-07-20",CUST-185168,PRD-71348,,2.0,Returned it. Pairing issues with my phone,web,en
REV-965290181,"2025-03-05",CUST-260422,PRD-62923,ORD-5564963,4.0,Random disconnects after 20 minutes,web,en
REV-252261426,"2025-08-29",CUST-705991,PRD-66155,,4.0,Build quality feels premium,retail_site,en
REV-538152946,"2024-01-01",CUST-565504,PRD-35112,ORD-6841376,3.0,Firmware update fixed the glitch,retail_site,fr
REV-433749406,"2025-07-03",CUST-781533,PRD-94080,ORD-4379339,3.0,,app,en
REV-209673664,"2024-04-21",CUST-306854,PRD-17100,ORD-5377785,3.0,Noise cancellation is unreal,web,en
REV-275304000,"2024-12-22",CUST-451577,PRD-68008,ORD-1444089,3.0,"Works great in aviation cockpit, solid isolation",app,de
REV-423018724,"2024-08-13",CUST-757629,PRD-10425,,3.0,Firmware update fixed the glitch,app,en
REV-807178050,"2024-02-24",CUST-489244,PRD-66155,ORD-3730870,4.0,,retail_site,en
REV-499333845,"10/02/2025",CUST-537983,PRD-40982,ORD-2920219,4.0,DELIVERY WAS LATE. BATTERY LIFE IS WORSE THAN EXPECTED,app,en
REV-325818187,"2025-06-29",CUST-347745,PRD-24371,ORD-3280199,4.0,BATTERY LIFE IS WORSE THAN EXPECTED,web,de
REV-632535037,"2025-11-24",CUST-489518,PRD-79329,ORD-9034861,2.0,Delivery was late. Build quality feels premium,web,en
REV-290172296,"2024-06-20",CUST-300337,PRD-66155,ORD-7537447,4.0,Noise cancellation is unreal,app,en
REV-274474427,"2024-10-14",CUST-786587,PRD-82845,ORD-4494570,4.0,Random disconnects after 20 minutes,app,fr
REV-368488296,"2024-05-13",CUST-570735,PRD-79329,ORD-5792166,4.0,Shipping box arrived damaged,app,en
REV-359607259,"2024-06-10",CUST-536802,PRD-63354,ORD-2338465,4.0,Returned it. Pairing issues with my phone,retail_site,
REV-637382556,"2024-02-22",CUST-402099,PRD-23104,ORD-3768182,2.0,LOVE IT. OVERPRICED THO,retail_site,en
REV-976068179,"2025-09-18",CUST-640418,PRD-82845,ORD-5462314,5.0,Home theater setup was easy but app UI is confusing,web,fr
REV-347147782,"2024-10-30",CUST-838237,PRD-74799,,4.0,"Great for calls, mic is solid",app,en
REV-216422203,"2024-12-25",CUST-907189,PRD-89457,,4.0,Love it. overpriced tho,app,en
REV-166410422,"2024-04-12",CUST-832409,PRD-23104,,5.0,Sound is crisp but bass could be better,app,en
REV-511518933,"2024-11-05",CUST-568238,PRD-79329,ORD-5397777,4.0,"Works great in aviation cockpit, solid isolation",retail_site,en
REV-692658300,"2024-02-17",CUST-556839,PRD-84085,ORD-4813608,3.0,,support_followup,en
REV-441586490,"2024-10-20",CUST-310548,PRD-68008,ORD-1731427,,"Great for calls, mic is solid",app,en
REV-902996857,"2025-02-23",CUST-766158,PRD-24371,ORD-7536351,4.0,"Great for calls, mic is solid",retail_site,en
REV-807158932,"2024-04-08",CUST-608136,PRD-79822,ORD-5883408,4.0,Build quality feels premium,app,en
REV-713569590,"2025-02-23",CUST-305837,PRD-44237,ORD-4465461,4.0,Build quality feels premium,web,en
REV-491911057,"2024-10-03",CUST-928766,PRD-66155,ORD-2237204,4.0,"Great for calls, mic is solid",app,en
REV-104053681,"2025-11-17",CUST-501641,PRD-81066,ORD-5976633,3.0,Sound is crisp but bass could be better,,en
REV-378520323,"2025-06-07",CUST-427766,PRD-68082,,3.0,"Works great in aviation cockpit, solid isolation",web,en
REV-876481404,"12/08/2025",CUST-237795,PRD-63354,ORD-6070962,4.0,Sound is crisp but bass could be better,retail_site,en
REV-917480847,"2024-08-01",CUST-483713,PRD-23104,ORD-3377850,5.0,Love it. overpriced tho,,en
REV-347003416,"2024-12-21",CUST-992512,PRD-61876,ORD-1672755,3.0,Build quality feels premium,retail_site,en
REV-602659869,"2025-08-21",CUST-713762,PRD-15229,,5.0,Noise cancellation is unreal,retail_site,en
REV-565947514,"2025-04-20",CUST-560959,PRD-49117,ORD-3326557,3.0,Noise cancellation is unreal,retail_site,en
REV-443928321,"2025-05-30",CUST-716113,PRD-30635,,4.0,,app,en
REV-478626461,"2025-10-14",CUST-575786,PRD-35112,ORD-1560215,4.0,Pairing issues with my phone,app,en
REV-308059175,"2024-04-19",CUST-309044,PRD-81511,ORD-9766048,4.0,Build quality feels premium,web,en
REV-124981251,"2024-09-15",CUST-501451,PRD-66155,ORD-4050203,4.0,Battery life is worse than expected 🔊,web,fr
REV-117184617,"2024-10-25",CUST-281043,PRD-66155,ORD-4037211,5.0,Random disconnects after 20 minutes,web,en
REV-459894926,"2024-11-29",CUST-596564,PRD-63354,,4.0,Battery life is worse than expected,retail_site,en
REV-463315219,"2024-10-12",CUST-501641,PRD-81066,ORD-5976633,3.0,Firmware update fixed the glitch,app,en
REV-459964680,"2024-07-31",CUST-938141,PRD-49117,,4.0,Build quality feels premium,app,en
REV-607318729,"2025-02-17",CUST-683286,PRD-25129,ORD-2742401,3.0,Love it. overpriced tho,,en
REV-196749128,"2025-09-16",CUST-267457,PRD-10425,ORD-7378719,5.0,RANDOM DISCONNECTS AFTER 20 MINUTES,retail_site,es
REV-892711366,"2025-04-09",CUST-543973,PRD-93130,ORD-1522825,5.0,Pairing issues with my phone,app,en
REV-625173971,"2025-12-14",CUST-843788,PRD-93130,ORD-4942588,4.0,"Great for calls, mic is solid",retail_site,en
REV-568671150,"2024-02-09",CUST-852524,PRD-24371,,5.0,"Works great in aviation cockpit, solid isolation",retail_site,en
REV-532049863,"2025-11-14",CUST-561865,PRD-23104,ORD-6338105,2.0,"Great for calls, mic is solid 🔊",retail_site,en
REV-585666690,"2024-10-22",CUST-401601 ,PRD-79329,ORD-6863481,3.0,"Great for calls, mic is solid",retail_site,en
REV-272156220,"2025-12-02",CUST-440802,PRD-79329,ORD-9997461,2.0,Returned it. Delivery was late. Build quality feels premium,app,es
REV-282099415,"2025-05-15",CUST-343467,PRD-65518,ORD-8289091,5.0,Build quality feels premium 🔊,web,en
REV-625672458,"2024-05-05",CUST-916964,PRD-62923,,3.0,Random disconnects after 20 minutes,support_followup,fr
REV-378957925,"2025-03-09",CUST-458332,PRD-71348,ORD-5822780,3.0,"Works great in aviation cockpit, solid isolation",app,fr
REV-312321922,"2025-09-22",CUST-414012,PRD-25129,,4.0,"Works great in aviation cockpit, solid isolation",web,en
REV-767208302,"2025-09-12",CUST-132663,PRD-42018,ORD-6315886,4.0,Pairing issues with my phone,web,de
REV-950988488,"2025-11-27",CUST-938141 ,PRD-42018,,5.0,"Great for calls, mic is solid",web,en
REV-606360969,"2024-01-20",CUST-557925,PRD-66155,,4.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-621069335,"2025-12-22",CUST-986982,PRD-66155,ORD-9289277,4.0,Random disconnects after 20 minutes,web,en
REV-274311370,"2025-11-22",CUST-788457,PRD-30635,,5.0,"Great for calls, mic is solid",web,en
REV-517870706,"2024-08-26",CUST-345884,PRD-24371,ORD-1671987,4.0,Build quality feels premium,web,en
REV-583754495,"2024-07-03",CUST-698128,PRD-10221,ORD-1382146,5.0,Build quality feels premium,web,en
REV-167069120,"2025-05-10",CUST-651499,PRD-79329,,4.0,Build quality feels premium,web,en
REV-356060532,"2024-02-07",CUST-858889,PRD-21114,ORD-4732213,,Firmware update fixed the glitch 🔊,retail_site,en
REV-538655031,"2025-10-25",CUST-207570,PRD-40982,ORD-9655310,4.0,"Great for calls, mic is solid",web,en
REV-906490039,"2025-04-15",CUST-701987,PRD-67912,ORD-3577620,3.0,SHIPPING BOX ARRIVED DAMAGED,app,es
REV-465814721,"2025-03-16",CUST-418594,PRD-91351,ORD-5532007,4.0,,web,en
REV-550289219,"2024-06-01",CUST-812048,PRD-94080,,4.0,,,en
REV-360784619,"2025-02-02",CUST-474440,PRD-19171,,4.0,Shipping box arrived damaged,web,en
REV-423772197,"2025-02-08",CUST-528625,PRD-25129,ORD-2081868,3.0,Battery life is worse than expected,support_followup,es
REV-780628514,"2024-09-13",CUST-722565,PRD-42018,ORD-7506063,4.0,Home theater setup was easy but app UI is confusing,web,en
REV-663769550,"2025-11-14",CUST-953797,PRD-25129,ORD-6104478,3.0,"Works great in aviation cockpit, solid isolation",web,en
REV-481027599,"2025-12-25",CUST-448671,PRD-35112,ORD-8935817,3.0,"GREAT FOR CALLS, MIC IS SOLID",support_followup,en
REV-729566439,"2025-03-10",CUST-559457,PRD-10074,ORD-4995406,4.0,Battery life is worse than expected,web,en
REV-154048222,"2025-09-26",CUST-389282,PRD-66155,,4.0,,app,en
REV-846872486,"2024-08-15",CUST-168093,PRD-66155,,,Sound is crisp but bass could be better,retail_site,es
REV-976489126,"2024-11-08",CUST-114594,PRD-79329,,,,web,fr
REV-269461565,"2024-03-30",CUST-153642,PRD-15229,,5.0,Shipping box arrived damaged,app,en
REV-640526554,"2025-03-23",CUST-461249,PRD-82845,,4.0,Home theater setup was easy but app UI is confusing 🔊,web,en
REV-477050167,"2025-07-04",CUST-597960,PRD-66155,,3.0,,web,
REV-592739795,"2024-04-17",CUST-295892,PRD-42018,ORD-6707028,5.0,Battery life is worse than expected,retail_site,en
REV-641317481,"2025-08-08",CUST-930281,PRD-17100,ORD-9677047,3.0,Sound is crisp but bass could be better,app,en
REV-627805415,"02/05/2024",CUST-424314,PRD-12757,,5.0,Home theater setup was easy but app UI is confusing 🔊,web,en
REV-681860639,"2025-07-04",CUST-627335,PRD-24371,,4.0,Noise cancellation is unreal,app,en
REV-374807988,"2024-05-15",CUST-335137,PRD-65518,,3.0,PAIRING ISSUES WITH MY PHONE,web,en
REV-795150914,"2024-01-16",CUST-565504,PRD-35112,ORD-1822895,4.0,Shipping box arrived damaged,retail_site,en
REV-930885129,"2025-01-22",CUST-994217,PRD-62923,ORD-8583306,4.0,NOISE CANCELLATION IS UNREAL,retail_site,
REV-344896026,"2024-07-26",CUST-157174,PRD-24371,ORD-7698864,5.0,HOME THEATER SETUP WAS EASY BUT APP UI IS CONFUSING,web,en
REV-488541271,"2024-11-15",CUST-219169,PRD-66155,ORD-3634161,3.0,Delivery was late. Build quality feels premium 🔊,support_followup,en
