claim_id,claim_date,order_id,device_id,issue_type,severity,warranty_approved,replacement_ship_days,notes
CLM-711365953,2024-11-26,ORD-2169845,DEV-1650881893,Connectivity,high,1.0,5.0,needs firmware
CLM-372042532,05/19/2024,ORD-1102791,DEV-9826710579,Physical Damage,med,1.0,3.0,customer reports intermittent issue
CLM-373175533,2025-10-19,OR-4208370,DEV-2986004140,Physical Damage,critical,1.0,3.0,repeat failure
CLM-484770098,2024-10-18,ORD-7405563,DEV-3087823358,Battery,low,1.0,10.0,needs firmware
CLM-981726574,2024-05-12,ORD-2264449,DEV-8748902092,Mic issues,med,1.0,2.0,no fault found
CLM-168168387,2024-02-14,ORD-3983627,,Software,high,1.0,5.0,no fault found
CLM-670475277,2024-04-28,ORD-8650758,DEV-3904353432,Physical Damage,low,1.0,7.0,
CLM-389400679,2025-08-12,ORD-9850755,DEV-2449737480,Software,med,1.0,5.0,no fault found
CLM-917060240,2025-05-05,ORD-1914579,DEV-9638008427,Overheating,,,7.0,needs firmware
CLM-548759933,2025-02-06,ORD-9996694,DEV-4379497142,Connectivity,high,1.0,3.0,customer reports intermittent issue
CLM-779308428,2025-05-16,ORD-9611356,DEV-1631908562,Software,high,1.0,,
CLM-161075955,2025-06-08,ORD-6510049,DEV-3604143483,Connectivity,low,1.0,,no fault found
CLM-882663807,2024-07-20,ORD-3771160,DEV-7451387378,Software,low,0.0,5.0,no fault found
CLM-603691717,2024-03-27,ORD-1637191,DEV-9403298062,Overheating,low,0.0,5.0,no fault found
CLM-913765672,2025-04-02,ORD-1315701,DEV-3893210660,Software,high,1.0,10.0,needs firmware
CLM-189520988,2025-12-05,OR-8187991,DEV-5697462236,Overheating,high,1.0,3.0,customer reports intermittent issue
CLM-422682168,2025-09-19,ORD-9525843,DEV-9000859320,Physical Damage,high,1.0,3.0,repeat failure
CLM-704851870,2025-02-17,ORD-5384248,DEV-5714250452,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-456452108,2025-11-24,ORD-3388315,,Physical Damage,med,1.0,3.0,customer reports intermittent issue
CLM-917560388,2024-09-04,ORD-7242737,DEV-6661059818,Sound Distortion,high,1.0,5.0,no fault found
CLM-543409735,2024-01-16,ORD-1885315,DEV-2591806642,Connectivity,low,1.0,2.0,no fault found
CLM-328883753,2025-04-12,ORD-3975682,DEV-1432659664,Connectivity,med,1.0,,
CLM-894297009,2025-10-19,ORD-7883401,DEV-4220552580,Sound Distortion,critical,1.0,2.0,repeat failure
CLM-248843295,2024-08-27,ORD-8151948,DEV-4041530477,Physical Damage,med,1.0,,
CLM-497841339,2024-07-04,ORD-1223332,DEV-9762630314,Overheating,med,1.0,2.0,customer reports intermittent issue
CLM-722461612,2025-10-02,ORD-8433834,DEV-6075646820,Physical Damage,critical,,7.0,customer reports intermittent issue
CLM-511417731,2024-11-23,ORD-2231497,DEV-9450687115,Mic issues,low,1.0,7.0,customer reports intermittent issue
CLM-307497909,2025-02-28,ORD-3790203,DEV-7353638232,Overheating,critical,,3.0,customer reports intermittent issue
CLM-294195463,2024-07-12,ORD-5920109,DEV-1244252663,Sound Distortion,med,1.0,7.0,customer reports intermittent issue
CLM-228076891,2024-12-30,ORD-4798238,DEV-4132099194,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-625450991,2024-07-18,ORD-8400677,DEV-3126406474,Battery,low,1.0,7.0,customer reports intermittent issue
CLM-352520147,2024-04-04,ORD-8939045,DEV-6305624002,Physical Damage,med,1.0,2.0,customer reports intermittent issue
CLM-931563230,2024-02-09,ORD-3778998,DEV-7667810623,Battery,low,1.0,3.0,customer reports intermittent issue
CLM-435994598,2024-04-24,ORD-3038279,DEV-9144069945,Software,high,1.0,10.0,needs firmware
CLM-748354940,2024-05-25,ORD-9412110,DEV-5351859663,Physical Damage,high,1.0,5.0,
CLM-569105361,2025-08-05,ORD-6755402,DEV-2631748734,Battery,low,0.0,7.0,
CLM-170913199,10/18/2025,ORD-8905014,DEV-7887461579,Connectivity,med,1.0,7.0,
CLM-497006386,2024-07-17,ORD-2120355,DEV-5938480945,Software,med,1.0,10.0,no fault found
CLM-700250471,2025-09-27,ORD-7962844,DEV-8306412534,Battery,low,1.0,10.0,
CLM-789237988,2025-08-11,ORD-3962869,DEV-4635503975,Connectivity,med,1.0,2.0,no fault found
CLM-769270151,2025-10-02,ORD-4130204,DEV-5772221170,Connectivity,med,1.0,7.0,customer reports intermittent issue
CLM-723783255,2024-09-03,ORD-1791527,DEV-7003375034,Physical Damage,critical,1.0,3.0,customer reports intermittent issue
CLM-399605140,2025-05-20,ORD-9655310,DEV-8473860383,Physical Damage,low,1.0,5.0,repeat failure
CLM-722852500,2025-09-09,ORD-9284353,DEV-2871359011,Physical Damage,low,0.0,3.0,repeat failure
CLM-885581475,2025-10-07,ORD-3278104,DEV-1938344636,Battery,low,1.0,5.0,customer reports intermittent issue
CLM-520325300,2024-10-03,ORD-7428356,DEV-9989082153,Sound Distortion,low,1.0,2.0,
CLM-149441078,02/28/2025,ORD-5363437,DEV-5782588142,Battery,med,,7.0,no fault found
CLM-332311148,2025-08-21,ORD-7218668,DEV-8512122097,Connectivity,high,1.0,5.0,repeat failure
CLM-390103541,2024-12-13,ORD-6861872,DEV-7193666870,Connectivity,med,1.0,,
CLM-378594164,2025-04-01,ORD-8656631,DEV-6165341482,Software,high,1.0,5.0,customer reports intermittent issue
CLM-277572988,2024-04-09,ORD-6074419,DEV-1432698460,Software,high,1.0,7.0,no fault found
CLM-359209524,2024-01-11,ORD-9236555,DEV-2890164945,Overheating,med,1.0,5.0,repeat failure
CLM-680573168,2025-09-13,ORD-2822722,DEV-7105529392,Physical Damage,med,1.0,2.0,no fault found
CLM-206360267,2024-04-25,ORD-2096020,DEV-8885111529,Battery,low,1.0,5.0,no fault found
CLM-774791299,2025-03-24,ORD-5204881,DEV-2437973464,Software,low,1.0,3.0,repeat failure
CLM-281298998,2025-05-17,ORD-2406470,DEV-3280475724,Mic issues,low,1.0,7.0,needs firmware
CLM-644202982,2024-11-30,ORD-2628399,DEV-9145142092,Software,med,0.0,3.0,repeat failure
CLM-813556892,08/16/2025,ORD-5273955,DEV-9256189342,Sound Distortion,,1.0,5.0,no fault found
CLM-985864226,2025-02-22,ORD-1640266,DEV-6643461056,Sound Distortion,high,1.0,5.0,needs firmware
CLM-142020222,2024-04-06,ORD-7792510,DEV-5364428089,Connectivity,med,1.0,10.0,customer reports intermittent issue
CLM-657930810,2025-03-28,ORD-9462490,DEV-7342294681,Physical Damage,low,1.0,3.0,
CLM-414328829,2025-07-31,ORD-7057804,DEV-3557017961,Overheating,,1.0,3.0,
CLM-201781356,2024-08-14,ORD-7544268,DEV-7913644020,Physical Damage,high,1.0,7.0,repeat failure
CLM-654877290,2024-09-11,OR-7436648,DEV-9801050877,Physical Damage,low,1.0,2.0,customer reports intermittent issue
CLM-929689415,2025-04-15,ORD-5021980,DEV-7181574930,Physical Damage,low,0.0,2.0,customer reports intermittent issue
CLM-924039616,2024-04-11,ORD-4129808,DEV-3390792967,Software,med,1.0,3.0,customer reports intermittent issue
CLM-517025488,2025-01-30,ORD-6481468,DEV-9711636294,Sound Distortion,low,1.0,,
CLM-610429771,2024-09-16,ORD-1205287,DEV-1191338554,Physical Damage,low,1.0,10.0,no fault found
CLM-246127598,2024-04-15,ORD-2768347,DEV-7938875613,Software,med,1.0,3.0,customer reports intermittent issue
CLM-909655091,2025-02-01,ORD-8486897,DEV-3275043244,Physical Damage,med,1.0,7.0,needs firmware
CLM-470879869,2025-01-09,ORD-2994604,DEV-9341579935,Sound Distortion,high,1.0,7.0,
CLM-159486617,2024-01-20,ORD-7011498,DEV-4359746012,Connectivity,low,1.0,,no fault found
CLM-932058226,2024-08-23,ORD-3399256,DEV-6401685367,Connectivity,med,0.0,10.0,
CLM-601773094,2024-08-03,ORD-2977157,DEV-5267587298,Battery,,1.0,5.0,
CLM-958045492,2024-09-01,ORD-3983627,DEV-6963775877,Software,med,1.0,3.0,customer reports intermittent issue
CLM-874798219,2025-06-06,ORD-8938826,DEV-9341579935,Sound Distortion,med,1.0,,customer reports intermittent issue
CLM-731096519,2025-04-18,ORD-9297041,DEV-1773738363,Software,med,1.0,3.0,customer reports intermittent issue
CLM-211508818,2024-05-26,ORD-8539290,DEV-1063225691,Connectivity,high,1.0,,no fault found
CLM-958542541,2025-09-27,ORD-3260607,DEV-2214367540,Sound Distortion,low,1.0,3.0,repeat failure
CLM-180776919,2024-12-01,ORD-5637862,DEV-5248516788,Battery,low,1.0,7.0,customer reports intermittent issue
CLM-328672196,2024-06-21,ORD-2657941,,Battery,low,1.0,7.0,customer reports intermittent issue
CLM-227278931,2025-03-14,ORD-5139529,DEV-4379497142,Software,med,1.0,10.0,no fault found
CLM-835052502,2025-04-27,ORD-3302791,DEV-8971041739,Overheating,low,0.0,5.0,
CLM-560013559,2024-12-21,ORD-4294393,DEV-2156893419,Mic issues,high,0.0,5.0,
CLM-914867608,2025-04-09,ORD-6755604,DEV-3884603338,Battery,med,1.0,7.0,customer reports intermittent issue
CLM-886688494,2024-02-19,ORD-6782304,DEV-8576164069,Battery,high,1.0,5.0,
CLM-122740809,2024-12-22,ORD-4434447,,Battery,med,1.0,7.0,repeat failure
CLM-221370572,2025-09-03,ORD-2811240,DEV-7643733384,Physical Damage,med,1.0,3.0,customer reports intermittent issue
CLM-522772247,2025-08-08,ORD-4783513,DEV-7763892579,Connectivity,low,,2.0,
CLM-722441311,2025-12-15,ORD-5515271,DEV-5867793105,Sound Distortion,med,0.0,,customer reports intermittent issue
CLM-957946176,07/20/2025,ORD-3676127,DEV-7685653955,Software,med,1.0,7.0,needs firmware
CLM-997296632,2024-03-16,ORD-9588532,DEV-1390972335,,low,1.0,7.0,
CLM-957146060,2025-06-10,ORD-7198121,DEV-5848214955,Overheating,med,1.0,10.0,customer reports intermittent issue
CLM-442170766,2025-10-24,ORD-6081008,DEV-3645861580,Software,low,1.0,3.0,repeat failure
CLM-852536739,2024-11-15,ORD-7634633,DEV-5687399535,Sound Distortion,high,1.0,7.0,needs firmware
CLM-632833747,2025-11-22,ORD-2746121,DEV-1136913573,Connectivity,high,,5.0,no fault found
CLM-838754308,2025-06-11,ORD-1431372,DEV-8312328869,Sound Distortion,low,1.0,7.0,
CLM-129869927,2024-11-08,ORD-2283793,DEV-2613889744,Physical Damage,med,1.0,,customer reports intermittent issue
CLM-769963788,2024-04-15,ORD-5796224,DEV-7268127167,Sound Distortion,low,1.0,10.0,
CLM-247490527,2024-04-14,ORD-7411908,DEV-5399386912,Battery,high,1.0,,customer reports intermittent issue
CLM-411463508,2024-12-14,ORD-7652885,DEV-5239166885,Physical Damage,high,1.0,2.0,needs firmware
CLM-852514558,2025-01-04,ORD-2995704,,Software,,1.0,,customer reports intermittent issue
CLM-160656830,2025-12-09,ORD-5366935,DEV-5877773519,Sound Distortion,low,1.0,10.0,customer reports intermittent issue
CLM-218340001,2025-08-03,ORD-7441723,DEV-1094095635,Battery,low,1.0,10.0,customer reports intermittent issue
CLM-494326467,2025-11-09,ORD-5380793,DEV-2831310616,Software,med,1.0,3.0,
CLM-204336317,2024-05-18,ORD-7952805,DEV-7404978653,Connectivity,high,,7.0,needs firmware
CLM-802758965,2025-04-07,OR-1151097,DEV-2025301582,Software,med,1.0,3.0,needs firmware
CLM-841028274,2025-11-03,ORD-9289749,DEV-4717950116,Physical Damage,low,0.0,3.0,needs firmware
CLM-360005265,2025-07-17,ORD-7664668,DEV-4855641551,Overheating,med,1.0,7.0,customer reports intermittent issue
CLM-251971913,2024-03-05,ORD-7027864,DEV-5003521294,Physical Damage,high,1.0,5.0,needs firmware
CLM-528461914,2025-09-08,ORD-1837387,DEV-5454117692,Battery,med,1.0,10.0,no fault found
CLM-760799010,2024-04-11,ORD-1778085,DEV-2525974426,Mic issues,high,1.0,5.0,repeat failure
CLM-180877836,2025-11-05,ORD-8342807,DEV-2921142016,Sound Distortion,high,1.0,2.0,customer reports intermittent issue
CLM-281270300,2024-05-01,ORD-4020708,DEV-5148772205,Connectivity,critical,1.0,,needs firmware
CLM-872226957,06/27/2025,ORD-8570337,DEV-9181103539,Battery,med,1.0,7.0,needs firmware
CLM-377111520,2024-05-07,ORD-7602883,DEV-7554384012,Software,high,1.0,2.0,customer reports intermittent issue
CLM-599815394,2024-10-02,ORD-9121846,DEV-8531390712,Software,low,1.0,10.0,needs firmware
CLM-684861837,2024-04-21,ORD-6808252,DEV-5736461473,Connectivity,low,1.0,3.0,needs firmware
CLM-302069118,2025-10-15,ORD-9295148,DEV-6713118507,Overheating,low,1.0,7.0,
CLM-780001494,2025-02-03,ORD-9355770,DEV-2042748274,Software,high,1.0,2.0,customer reports intermittent issue
CLM-153242430,2024-07-01,ORD-3577762,DEV-1189943494,Software,high,1.0,5.0,customer reports intermittent issue
CLM-218975830,2025-05-19,ORD-4089645,DEV-2613889744,Sound Distortion,med,1.0,3.0,customer reports intermittent issue
CLM-408510227,2024-04-06,ORD-6513723,DEV-2967947250,Software,low,1.0,5.0,no fault found
CLM-260524143,2024-10-20,ORD-3397580,DEV-4574252579,Software,med,0.0,7.0,customer reports intermittent issue
CLM-492463482,2024-02-14,ORD-9718016,DEV-7935537533,Overheating,high,1.0,10.0,customer reports intermittent issue
CLM-426592650,2024-10-18,ORD-7699721,,Physical Damage,med,0.0,7.0,repeat failure
CLM-374616387,2025-09-19,ORD-3118461,DEV-2029640252,Battery,high,,5.0,no fault found
CLM-456391899,2024-03-03,ORD-3544066,DEV-5874065714,Sound Distortion,low,1.0,5.0,repeat failure
CLM-783700086,2025-02-18,ORD-6006351,DEV-4614591668,Connectivity,high,1.0,7.0,customer reports intermittent issue
CLM-823512488,2024-02-09,ORD-2080846,DEV-2998594189,,med,0.0,2.0,
CLM-831076478,2025-01-25,ORD-6489893,DEV-6271078165,Software,med,1.0,7.0,customer reports intermittent issue
CLM-815985722,2025-05-15,ORD-2654714,DEV-7015890586,Connectivity,high,,,
CLM-564745085,2024-01-16,ORD-8161740,,Software,high,0.0,2.0,repeat failure
CLM-367873470,08/08/2025,ORD-1224221,,Connectivity,high,1.0,3.0,needs firmware
CLM-688518290,2025-06-22,ORD-2558223,DEV-1558305950,Overheating,low,1.0,3.0,needs firmware
CLM-733147719,2024-12-05,ORD-3905192,DEV-6885929109,,med,0.0,3.0,repeat failure
CLM-972402878,2025-01-02,ORD-1278381,DEV-2401777577,Sound Distortion,med,0.0,10.0,customer reports intermittent issue
CLM-651320034,05/18/2024,ORD-9717040,DEV-5402623262,Battery,low,1.0,,repeat failure
CLM-767251865,2024-11-24,ORD-9554120,DEV-9634729829,Battery,low,1.0,10.0,
CLM-816533130,2024-07-11,ORD-6898188,DEV-3565738076,Sound Distortion,critical,1.0,2.0,needs firmware
CLM-150258358,2024-07-13,OR-8316711,DEV-9169109975,Connectivity,,1.0,7.0,
CLM-961462926,2025-09-30,ORD-4929033,DEV-8754521823,Software,,,3.0,customer reports intermittent issue
CLM-558045926,2024-04-11,ORD-4526537,DEV-5767111275,Connectivity,med,1.0,7.0,no fault found
CLM-379971421,2025-07-17,ORD-4929033,DEV-1996450764,Software,high,1.0,3.0,repeat failure
CLM-762008856,2024-12-24,ORD-9794511,DEV-1191338554,Mic issues,low,1.0,7.0,
CLM-229675087,2025-01-26,ORD-1436394,DEV-4448521710,Connectivity,high,1.0,3.0,customer reports intermittent issue
CLM-763734329,2025-05-16,ORD-7208339,DEV-4546102982,Physical Damage,med,1.0,5.0,customer reports intermittent issue
CLM-478220781,2024-09-02,ORD-1791527,DEV-2451736145,Software,med,1.0,5.0,
CLM-960344773,2024-10-10,ORD-7943126,DEV-5533194113,Software,high,1.0,,customer reports intermittent issue
CLM-584641397,01/31/2024,ORD-9311214,DEV-6464739316,Battery,low,0.0,7.0,no fault found
CLM-137164251,2024-12-26,ORD-2560714,DEV-2148745449,Physical Damage,low,1.0,2.0,repeat failure
CLM-485551736,2025-10-06,ORD-3699572,DEV-2221326891,Physical Damage,low,1.0,5.0,needs firmware
CLM-489371956,2025-12-09,ORD-3383032,DEV-5092671976,Connectivity,low,1.0,5.0,needs firmware
CLM-511401360,2025-02-14,ORD-9226280,DEV-6948142987,Connectivity,high,0.0,7.0,customer reports intermittent issue
CLM-582860871,2025-12-11,ORD-9343046,DEV-9244925913,Sound Distortion,high,0.0,3.0,
CLM-554533898,2024-12-25,ORD-8537249,DEV-8752438396,Software,med,1.0,7.0,needs firmware
CLM-394328998,2024-04-28,ORD-2743427,DEV-3124934637,Physical Damage,low,1.0,5.0,
CLM-269942605,2025-11-26,ORD-9277693,DEV-3845215049,Sound Distortion,med,0.0,7.0,repeat failure
CLM-361224563,2025-04-13,ORD-1855330,DEV-6553755986,Physical Damage,med,1.0,3.0,no fault found
CLM-312943573,2025-11-09,ORD-4644552,DEV-8647473596,Sound Distortion,med,1.0,2.0,customer reports intermittent issue
CLM-657615165,2024-05-28,ORD-9569881,DEV-1393019146,,med,1.0,5.0,customer reports intermittent issue
CLM-165391430,2025-01-02,ORD-1186369,DEV-4275772666,Connectivity,med,0.0,3.0,
CLM-340863642,2025-06-24,ORD-8530904,DEV-7580546067,,low,1.0,5.0,
CLM-746382832,2025-07-31,ORD-7787874,DEV-8422357562,Software,med,,5.0,customer reports intermittent issue
CLM-350927810,2025-03-24,ORD-5131602,DEV-6461513451,Battery,high,1.0,5.0,customer reports intermittent issue
CLM-596297334,2025-01-28,ORD-2419117,DEV-8945892426,Connectivity,high,1.0,10.0,
CLM-463419079,2024-07-01,ORD-6066577,DEV-5415559366,Software,low,1.0,7.0,needs firmware
CLM-306030825,2025-01-11,ORD-4382611,DEV-7500142283,Connectivity,low,1.0,10.0,
CLM-368310837,2024-04-06,ORD-1568185,,Software,high,0.0,2.0,no fault found
CLM-634099935,2025-09-22,ORD-4441613,DEV-5308137715,Physical Damage,med,1.0,3.0,customer reports intermittent issue
CLM-813572748,10/13/2024,ORD-9747499,DEV-3486750975,Connectivity,med,1.0,3.0,no fault found
CLM-826400335,2025-11-09,ORD-6784943,DEV-2510645737,Software,low,0.0,5.0,customer reports intermittent issue
CLM-991058619,2024-12-06,ORD-2653840,DEV-5973170754,Software,high,1.0,3.0,
CLM-306667488,2025-06-19,ORD-2534858,DEV-4764480261,Physical Damage,low,1.0,,
CLM-285408915,2024-01-20,ORD-9577088,DEV-5530524236,Software,med,1.0,5.0,customer reports intermittent issue
CLM-790241472,2024-01-04,ORD-7459020,DEV-8867392787,Software,high,0.0,3.0,repeat failure
CLM-855176661,2025-09-29,ORD-5360998,DEV-8471324542,Sound Distortion,med,0.0,,no fault found
CLM-759084188,02/23/2024,ORD-6016796,DEV-1904968362,Physical Damage,med,1.0,10.0,customer reports intermittent issue
CLM-331451770,2025-08-19,ORD-9838679,DEV-4337345484,,med,1.0,2.0,no fault found
CLM-498871987,2024-05-20,ORD-6040297,DEV-6435661928,Sound Distortion,low,1.0,2.0,repeat failure
CLM-841203589,2024-06-05,ORD-5111798,DEV-4278323723,Physical Damage,med,1.0,10.0,needs firmware
CLM-597127175,2024-07-20,ORD-4461508,DEV-5275227650,Sound Distortion,med,0.0,2.0,customer reports intermittent issue
CLM-950796705,2024-12-03,ORD-1010910,DEV-3049060027,Software,med,0.0,5.0,customer reports intermittent issue
CLM-859546519,2025-07-11,ORD-5953137,DEV-4770521693,Physical Damage,med,0.0,3.0,customer reports intermittent issue
CLM-118318373,2024-02-17,ORD-8455831,DEV-6983145639,Connectivity,low,1.0,5.0,no fault found
CLM-449789101,08/23/2025,ORD-3172126,DEV-3056351700,Battery,low,1.0,5.0,no fault found
CLM-451196980,2024-12-22,ORD-1927547,DEV-5849922957,Software,med,0.0,2.0,customer reports intermittent issue
CLM-836997146,10/21/2024,ORD-6285825,DEV-5699264958,,high,1.0,5.0,customer reports intermittent issue
CLM-877354847,2025-11-03,ORD-3882849,,Mic issues,high,1.0,10.0,customer reports intermittent issue
CLM-602375577,06/26/2024,ORD-4529690,DEV-3303432783,Software,low,1.0,7.0,customer reports intermittent issue
CLM-177443148,2025-01-27,ORD-7463544,DEV-2758085952,Connectivity,high,1.0,5.0,customer reports intermittent issue
CLM-831714331,2025-01-15,ORD-1853708,DEV-7763189846,Sound Distortion,low,1.0,7.0,
CLM-107438577,2025-04-18,ORD-8844062,DEV-4329482337,Connectivity,high,1.0,3.0,no fault found
CLM-154657075,2024-04-06,ORD-5693618,,,high,0.0,,
CLM-514014381,2025-03-11,ORD-3342686,DEV-8215557184,Overheating,low,1.0,3.0,customer reports intermittent issue
CLM-937676671,2024-06-15,ORD-6462360,DEV-8043053505,Sound Distortion,low,,5.0,customer reports intermittent issue
CLM-627953169,2025-10-30,ORD-1145676,DEV-2324184858,Mic issues,med,1.0,10.0,no fault found
CLM-185842067,2024-04-05,ORD-2320844,DEV-7741876807,Software,med,1.0,5.0,no fault found
CLM-152885031,2024-10-17,ORD-1985379,DEV-9797835871,Software,low,1.0,5.0,no fault found
CLM-461870798,09/13/2025,ORD-9637980,DEV-3215289244,Software,med,1.0,7.0,no fault found
CLM-209521537,2024-01-01,ORD-8100124,DEV-8141853816,,med,1.0,7.0,
CLM-486510350,2025-06-26,ORD-8261547,DEV-5780484687,Battery,low,1.0,10.0,no fault found
CLM-130251999,2024-07-17,ORD-4264123,DEV-7961593935,Physical Damage,high,1.0,3.0,repeat failure
CLM-278846714,2025-03-31,ORD-2934402,DEV-5062055775,Connectivity,med,1.0,3.0,needs firmware
CLM-769461665,2025-09-27,ORD-3923416,DEV-7403547936,Battery,med,0.0,5.0,no fault found
CLM-132484775,2024-11-24,ORD-7142391,DEV-2212501870,Software,low,1.0,10.0,customer reports intermittent issue
CLM-190412182,2024-03-12,ORD-1045552,DEV-1193949527,Mic issues,med,1.0,7.0,
CLM-491856885,2024-02-29,ORD-8155967,DEV-4654122528,Software,med,1.0,,no fault found
CLM-944747156,2025-04-09,ORD-6569513,DEV-3340547170,Battery,med,1.0,10.0,repeat failure
CLM-287052398,2024-10-29,ORD-9449607,DEV-6354103244,Battery,low,1.0,5.0,needs firmware
CLM-259727700,2024-03-24,ORD-8847112,DEV-7021642105,,high,1.0,3.0,
CLM-926124266,2024-01-15,ORD-2143159,DEV-7580546067,Software,med,1.0,,customer reports intermittent issue
CLM-941882696,2024-07-22,ORD-7905758,DEV-3964287698,Overheating,med,1.0,10.0,customer reports intermittent issue
CLM-349511184,2025-08-09,ORD-7624805,DEV-7958731468,Connectivity,med,1.0,10.0,no fault found
CLM-897443121,2024-10-06,ORD-3758393,DEV-3845215049,Sound Distortion,med,1.0,2.0,customer reports intermittent issue
CLM-887949676,2024-02-22,ORD-8219635,DEV-8594420165,Overheating,high,1.0,10.0,no fault found
CLM-850924655,2024-01-28,ORD-3160689,DEV-3413089717,Software,high,1.0,5.0,customer reports intermittent issue
CLM-143477043,2025-10-01,ORD-5362658,DEV-3156696866,Connectivity,low,0.0,7.0,
CLM-711800772,2025-11-18,ORD-5684898,,Software,critical,0.0,7.0,customer reports intermittent issue
CLM-162670621,2025-08-28,ORD-4638366,DEV-7325623156,Battery,med,1.0,5.0,customer reports intermittent issue
CLM-547263213,2024-10-02,ORD-6917428,,Connectivity,,1.0,5.0,
CLM-126782525,2024-11-19,ORD-1431372,DEV-6195140826,,high,1.0,7.0,needs firmware
CLM-855647023,2025-01-04,ORD-9037665,DEV-2701850931,Sound Distortion,low,1.0,,customer reports intermittent issue
CLM-250007480,2025-11-05,ORD-3566898,DEV-9036608671,Overheating,low,0.0,10.0,needs firmware
CLM-493380258,2025-03-30,ORD-7968830,DEV-5486152031,Connectivity,low,1.0,7.0,customer reports intermittent issue
CLM-973624257,2025-05-16,ORD-6315886,DEV-5144604069,Battery,high,1.0,3.0,needs firmware
CLM-365752229,2025-01-31,ORD-9201886,DEV-2690191755,Battery,low,1.0,5.0,customer reports intermittent issue
CLM-235672203,2024-10-27,ORD-1027704,DEV-5480792737,Overheating,low,1.0,2.0,repeat failure
CLM-195087911,2024-01-23,ORD-7472808,DEV-7459485205,Software,low,1.0,10.0,customer reports intermittent issue
CLM-402061678,2025-08-22,ORD-6862603,DEV-3756434584,Sound Distortion,high,1.0,5.0,customer reports intermittent issue
CLM-711736521,2024-03-31,ORD-4844392,DEV-6090770523,Physical Damage,low,1.0,2.0,customer reports intermittent issue
CLM-950289021,2025-01-29,ORD-3279176,DEV-5883178329,Connectivity,high,1.0,5.0,repeat failure
CLM-844011440,2025-09-24,ORD-4124366,DEV-1739024459,Sound Distortion,low,1.0,3.0,customer reports intermittent issue
CLM-139863453,2025-09-03,ORD-3720930,DEV-6859678451,,low,1.0,5.0,customer reports intermittent issue
CLM-369109698,2024-09-03,ORD-5366935,DEV-1393019146,Sound Distortion,med,1.0,3.0,needs firmware
CLM-375441389,2024-12-30,ORD-6049989,DEV-2242655074,Software,high,1.0,3.0,repeat failure
CLM-749281767,2025-06-05,ORD-8935817,,Connectivity,med,1.0,5.0,
CLM-338359578,2024-03-24,ORD-5842344,DEV-4224619798,,low,1.0,2.0,repeat failure
CLM-243906597,07/04/2024,ORD-5315803,DEV-8772923231,Software,high,1.0,5.0,
CLM-495396360,2024-06-10,ORD-9070270,DEV-2160709065,Sound Distortion,med,1.0,3.0,repeat failure
CLM-458047091,2025-06-26,ORD-5794031,DEV-9403298062,Battery,low,1.0,10.0,repeat failure
CLM-295507954,2024-01-10,ORD-7305351,DEV-8583866948,,low,1.0,7.0,no fault found
CLM-771339444,2024-05-05,ORD-3259915,DEV-9890809544,Mic issues,high,1.0,3.0,customer reports intermittent issue
CLM-792236347,2024-11-11,ORD-1969334,DEV-3424340744,Sound Distortion,med,1.0,7.0,customer reports intermittent issue
CLM-202337304,2024-03-31,ORD-9179253,DEV-9413163095,Battery,med,1.0,5.0,customer reports intermittent issue
CLM-131255482,2024-05-31,ORD-8866000,DEV-4973636917,Software,low,1.0,5.0,customer reports intermittent issue
CLM-255270850,2024-11-15,ORD-2401158,DEV-5351585770,Connectivity,high,1.0,10.0,customer reports intermittent issue
CLM-132943179,2024-10-25,ORD-7412355,DEV-8403776650,Software,critical,0.0,5.0,customer reports intermittent issue
CLM-846268471,2025-08-19,ORD-4497122,DEV-3882025167,Sound Distortion,high,1.0,7.0,needs firmware
CLM-590310878,2025-01-01,ORD-6937698,DEV-3396546864,Software,,1.0,,no fault found
CLM-799064663,2024-08-10,ORD-4116701,DEV-4498132611,Connectivity,low,1.0,3.0,repeat failure
CLM-579129590,2025-11-28,ORD-3316461,DEV-4494574567,Battery,low,1.0,,customer reports intermittent issue
CLM-752389389,2025-05-13,ORD-2519603,DEV-7432148890,Physical Damage,low,1.0,,no fault found
CLM-290008012,2024-11-07,ORD-5452325,DEV-6588216930,Connectivity,low,1.0,5.0,customer reports intermittent issue
CLM-202550139,2025-03-13,ORD-6877440,DEV-8592068727,Battery,low,1.0,,repeat failure
CLM-706324086,2025-02-23,ORD-1071862,DEV-2776232793,Battery,high,0.0,3.0,repeat failure
CLM-832615525,2024-11-13,ORD-2936608,DEV-2250518532,Battery,high,1.0,2.0,no fault found
CLM-197648991,2025-04-26,ORD-3778655,DEV-4194750455,Sound Distortion,med,1.0,7.0,
CLM-544396543,2025-12-20,ORD-4731544,,Software,low,0.0,7.0,
CLM-995544663,2024-05-13,ORD-6439727,DEV-4865400497,Battery,med,0.0,5.0,no fault found
CLM-208990650,2025-02-15,ORD-7588142,DEV-4254430269,Overheating,med,1.0,,
CLM-528509235,2024-08-14,ORD-2892033,DEV-7264983500,Connectivity,med,1.0,5.0,no fault found
CLM-514253032,2024-12-31,ORD-8931585,DEV-7029351911,Software,med,0.0,3.0,
CLM-620590298,2024-01-04,ORD-3907354,DEV-1831710846,Mic issues,low,1.0,7.0,customer reports intermittent issue
